GO	TERM	query_genes	universe_genes	term_genes_in_universe	overlap_genes	p_value	overlap_gene_ids	p_adj_BH	gene_ratio	background_ratio	enrichment_ratio	direction_set	overlap_symbols
GO:0032731	positive regulation of interleukin-1 beta production	1479	9100	32	6	0.422067194077035	22900;353514;5004;5005;58484;647087	1	0.00405679513184584	0.00351648351648352	1.15365111561866	bacterial_higher_site_aware_eligible	CARD8;LILRA5;ORM1;ORM2;NLRC4;STMP1
GO:0046777	protein autophosphorylation	1479	9100	62	11	0.42707929142631	10553;2049;2050;2321;2322;23604;3480;51776;56975;660;9212	1	0.00743745774171738	0.00681318681318681	1.09162686209078	bacterial_higher_site_aware_eligible	HTATIP2;EPHB3;EPHB4;FLT1;FLT3;DAPK2;IGF1R;MAP3K20;FAM20C;BMX;AURKB
GO:0007420	brain development	1479	9100	63	11	0.449345486391371	10058;10313;22931;2622;4724;55755;57477;6310;632;8660;9815	1	0.00743745774171738	0.00692307692307692	1.0742994515814	bacterial_higher_site_aware_eligible	ABCB6;RTN3;RAB18;GAS8;NDUFS4;CDK5RAP2;SHROOM4;ATXN1;BGLAP;IRS2;GIT2
GO:0006904	vesicle docking involved in exocytosis	1479	9100	15	3	0.450154590016638	5864;5872;9545	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	RAB3A;RAB13;RAB3D
GO:0010165	response to X-ray	1479	9100	15	3	0.450154590016638	121457;641;7056	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	IKBIP;BLM;THBD
GO:0031667	response to nutrient levels	1479	9100	15	3	0.450154590016638	1374;2203;5723	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	CPT1A;FBP1;PSPH
GO:0034394	protein localization to cell surface	1479	9100	15	3	0.450154590016638	284;57126;8766	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	ANGPT1;CD177;RAB11A
GO:0042073	intraciliary transport	1479	9100	15	3	0.450154590016638	11020;51098;90410	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	IFT27;IFT52;IFT20
GO:0043588	skin development	1479	9100	15	3	0.450154590016638	10058;1718;9509	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	ABCB6;DHCR24;ADAMTS2
GO:0045597	positive regulation of cell differentiation	1479	9100	15	3	0.450154590016638	60;7428;9021	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	ACTB;VHL;SOCS3
GO:0060586	multicellular organismal-level iron ion homeostasis	1479	9100	15	3	0.450154590016638	6556;6648;79901	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	SLC11A1;SOD2;CYBRD1
GO:0071276	cellular response to cadmium ion	1479	9100	15	3	0.450154590016638	4318;4495;4496	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	MMP9;MT1G;MT1H
GO:0090102	cochlea development	1479	9100	15	3	0.450154590016638	11020;3777;90410	1	0.00202839756592292	0.00164835164835165	1.23056118999324	bacterial_higher_site_aware_eligible	IFT27;KCNK3;IFT20
GO:0071456	cellular response to hypoxia	1479	9100	51	9	0.451131001147736	102724560;10449;205;30001;358;3777;5468;7428;875	1	0.00608519269776876	0.00560439560439561	1.08578928528815	bacterial_higher_site_aware_eligible	LOC102724560;ACAA2;AK4;ERO1A;AQP1;KCNK3;PPARG;VHL;CBS
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	1479	9100	21	4	0.452398629140553	3148;6272;8738;9191	1	0.00270453008789723	0.00230769230769231	1.1719630380888	bacterial_higher_site_aware_eligible	HMGB2;SORT1;CRADD;DEDD
GO:0032467	positive regulation of cytokinesis	1479	9100	21	4	0.452398629140553	3480;8502;9212;998	1	0.00270453008789723	0.00230769230769231	1.1719630380888	bacterial_higher_site_aware_eligible	IGF1R;PKP4;AURKB;CDC42
GO:0042542	response to hydrogen peroxide	1479	9100	21	4	0.452398629140553	3240;51022;6648;847	1	0.00270453008789723	0.00230769230769231	1.1719630380888	bacterial_higher_site_aware_eligible	HP;GLRX2;SOD2;CAT
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	1479	9100	39	7	0.452573114961676	1824;54825;5817;5818;5819;64072;92211	1	0.00473292765382015	0.00428571428571429	1.10434978589137	bacterial_higher_site_aware_eligible	DSC2;CDHR2;PVR;NECTIN1;NECTIN2;CDH23;CDHR1
GO:0007224	smoothened signaling pathway	1479	9100	39	7	0.452573114961676	11020;200728;23770;51098;51668;57545;90410	1	0.00473292765382015	0.00428571428571429	1.10434978589137	bacterial_higher_site_aware_eligible	IFT27;TMEM17;FKBP8;IFT52;IFT25;CC2D2A;IFT20
GO:0008584	male gonad development	1479	9100	39	7	0.452573114961676	1545;3148;3640;54997;638;7482;8531	1	0.00473292765382015	0.00428571428571429	1.10434978589137	bacterial_higher_site_aware_eligible	CYP1B1;HMGB2;INSL3;TESC;BIK;WNT2B;YBX3
GO:0042632	cholesterol homeostasis	1479	9100	39	7	0.452573114961676	1071;1645;255738;55937;64241;706;84649	1	0.00473292765382015	0.00428571428571429	1.10434978589137	bacterial_higher_site_aware_eligible	CETP;AKR1C1;PCSK9;APOM;ABCG8;TSPO;DGAT2
GO:0009791	post-embryonic development	1479	9100	33	6	0.45301051104853	1990;48;5864;6335;6648;6905	1	0.00405679513184584	0.00362637362637363	1.11869199090294	bacterial_higher_site_aware_eligible	CELA1;ACO1;RAB3A;SCN9A;SOD2;TBCE
GO:0030154	cell differentiation	1479	9100	203	34	0.453027356206467	10553;10791;10912;116369;117144;122402;144195;23105;2321;23327;2852;285590;290;340273;3718;4648;4807;51022;51314;51330;51668;51776;5468;55502;6189;729967;7335;81575;83478;85464;8653;9260;94056;9633	1	0.0229885057471264	0.0223076923076923	1.03051922314705	bacterial_higher_site_aware_eligible	HTATIP2;VAMP5;GADD45G;SLC26A8;CATSPER1;TDRD9;SLC2A14;FSTL4;FLT1;NEDD4L;GPER1;SH3PXD2B;ANPEP;ABCB5;JAK3;MYO7B;NHLH1;GLRX2;NME8;TNFRSF12A;IFT25;MAP3K20;PPARG;HES6;RPS3A;MORN2;UBE2V1;APOLD1;ARHGAP24;SSH2;DDX3Y;PDLIM7;SYAP1;TESMIN
GO:0051384	response to glucocorticoid	1479	9100	27	5	0.453066490879889	249;306;3485;3586;632	1	0.00338066260987153	0.00296703296703297	1.139408509253	bacterial_higher_site_aware_eligible	ALPL;ANXA3;IGFBP2;IL10;BGLAP
GO:0006886	intracellular protein transport	1479	9100	100	17	0.461216009514227	10981;11020;1176;22931;23423;26958;51128;51560;51699;55973;56681;65082;8120;8218;84084;9482;9501	1	0.0114942528735632	0.010989010989011	1.04597701149425	bacterial_higher_site_aware_eligible	RAB32;IFT27;AP3S1;RAB18;TMED3;COPG2;SAR1B;RAB6B;VPS29;BCAP29;SAR1A;VPS33A;AP3B2;CLTCL1;RAB6C;STX8;RPH3AL
GO:0006816	calcium ion transport	1479	9100	28	5	0.486789090967945	117144;5530;55858;64072;7226	1	0.00338066260987153	0.00307692307692308	1.09871534820825	bacterial_higher_site_aware_eligible	CATSPER1;PPP3CA;TMEM165;CDH23;TRPM2
GO:0007584	response to nutrient	1479	9100	28	5	0.486789090967945	1545;340024;3485;5468;64241	1	0.00338066260987153	0.00307692307692308	1.09871534820825	bacterial_higher_site_aware_eligible	CYP1B1;SLC6A19;IGFBP2;PPARG;ABCG8
GO:0070301	cellular response to hydrogen peroxide	1479	9100	28	5	0.486789090967945	1545;358;7226;84557;8807	1	0.00338066260987153	0.00307692307692308	1.09871534820825	bacterial_higher_site_aware_eligible	CYP1B1;AQP1;TRPM2;MAP1LC3A;IL18RAP
GO:0006635	fatty acid beta-oxidation	1479	9100	22	4	0.490555543533113	10449;1374;27349;38	1	0.00270453008789723	0.00241758241758242	1.11869199090294	bacterial_higher_site_aware_eligible	ACAA2;CPT1A;MCAT;ACAT1
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	1479	9100	22	4	0.490555543533113	3090;6648;835;8870	1	0.00270453008789723	0.00241758241758242	1.11869199090294	bacterial_higher_site_aware_eligible	HIC1;SOD2;CASP2;IER3
GO:0032689	negative regulation of type II interferon production	1479	9100	22	4	0.490555543533113	1378;171389;3586;8993	1	0.00270453008789723	0.00241758241758242	1.11869199090294	bacterial_higher_site_aware_eligible	CR1;NLRP6;IL10;PGLYRP1
GO:0031663	lipopolysaccharide-mediated signaling pathway	1479	9100	16	3	0.49513138017203	1432;23643;671	1	0.00202839756592292	0.00175824175824176	1.15365111561866	bacterial_higher_site_aware_eligible	MAPK14;LY96;BPI
GO:0034113	heterotypic cell-cell adhesion	1479	9100	16	3	0.49513138017203	3679;3687;965	1	0.00202839756592292	0.00175824175824176	1.15365111561866	bacterial_higher_site_aware_eligible	ITGA7;ITGAX;CD58
GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	1479	9100	16	3	0.49513138017203	3248;3586;4318	1	0.00202839756592292	0.00175824175824176	1.15365111561866	bacterial_higher_site_aware_eligible	HPGD;IL10;MMP9
GO:0001657	ureteric bud development	1479	9100	10	2	0.501027508771815	6385;847	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	SDC4;CAT
GO:0002407	dendritic cell chemotaxis	1479	9100	10	2	0.501027508771815	5294;7226	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	PIK3CG;TRPM2
GO:0003376	sphingosine-1-phosphate receptor signaling pathway	1479	9100	10	2	0.501027508771815	124976;5294	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	SPNS2;PIK3CG
GO:0007009	plasma membrane organization	1479	9100	10	2	0.501027508771815	1378;53947	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	CR1;A4GALT
GO:0007141	male meiosis I	1479	9100	10	2	0.501027508771815	122402;3622	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	TDRD9;ING2
GO:0007269	neurotransmitter secretion	1479	9100	10	2	0.501027508771815	6854;8825	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	SYN2;LIN7A
GO:0007276	gamete generation	1479	9100	10	2	0.501027508771815	2649;8653	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	NR6A1;DDX3Y
GO:0008154	actin polymerization or depolymerization	1479	9100	10	2	0.501027508771815	2934;51738	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	GSN;GHRL
GO:0010745	negative regulation of macrophage derived foam cell differentiation	1479	9100	10	2	0.501027508771815	1071;5468	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	CETP;PPARG
GO:0010824	regulation of centrosome duplication	1479	9100	10	2	0.501027508771815	84084;92421	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	RAB6C;CHMP4C
GO:0016601	Rac protein signal transduction	1479	9100	10	2	0.501027508771815	58480;80005	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	RHOU;DOCK5
GO:0030837	negative regulation of actin filament polymerization	1479	9100	10	2	0.501027508771815	54434;85464	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	SSH1;SSH2
GO:0032200	telomere organization	1479	9100	10	2	0.501027508771815	8362;8363	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	H4C12;H4C11
GO:0032874	positive regulation of stress-activated MAPK cascade	1479	9100	10	2	0.501027508771815	10550;3489	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	ARL6IP5;IGFBP6
GO:0034145	positive regulation of toll-like receptor 4 signaling pathway	1479	9100	10	2	0.501027508771815	4057;84937	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	LTF;ZNRF1
GO:0035115	embryonic forelimb morphogenesis	1479	9100	10	2	0.501027508771815	1382;6910	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	CRABP2;TBX5
GO:0035196	miRNA processing	1479	9100	10	2	0.501027508771815	26523;283120	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	AGO1;H19
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	1479	9100	10	2	0.501027508771815	25874;51738	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	MPC2;GHRL
GO:0035970	peptidyl-threonine dephosphorylation	1479	9100	10	2	0.501027508771815	147699;5494	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	PPM1N;PPM1A
GO:0045815	transcription initiation-coupled chromatin remodeling	1479	9100	10	2	0.501027508771815	11240;84661	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	PADI2;DPY30
GO:0046716	muscle cell cellular homeostasis	1479	9100	10	2	0.501027508771815	226;2548	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	ALDOA;GAA
GO:0046827	positive regulation of protein export from nucleus	1479	9100	10	2	0.501027508771815	5494;7531	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	PPM1A;YWHAE
GO:0048678	response to axon injury	1479	9100	10	2	0.501027508771815	4149;6648	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	MAX;SOD2
GO:0050872	white fat cell differentiation	1479	9100	10	2	0.501027508771815	5468;79718	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	PPARG;TBL1XR1
GO:0051382	kinetochore assembly	1479	9100	10	2	0.501027508771815	1062;387103	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	CENPE;CENPW
GO:0051453	regulation of intracellular pH	1479	9100	10	2	0.501027508771815	11261;389015	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	CHP1;SLC9A4
GO:0055091	phospholipid homeostasis	1479	9100	10	2	0.501027508771815	1071;57333	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	CETP;RCN3
GO:0070498	interleukin-1-mediated signaling pathway	1479	9100	10	2	0.501027508771815	11213;3554	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	IRAK3;IL1R1
GO:0070584	mitochondrion morphogenesis	1479	9100	10	2	0.501027508771815	51024;81892	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	FIS1;SLIRP
GO:1903830	magnesium ion transmembrane transport	1479	9100	10	2	0.501027508771815	10686;93380	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	CLDN16;MMGT1
GO:1990138	neuron projection extension	1479	9100	10	2	0.501027508771815	214;51299	1	0.00135226504394861	0.0010989010989011	1.23056118999324	bacterial_higher_site_aware_eligible	ALCAM;NRN1
GO:0006805	xenobiotic metabolic process	1479	9100	41	7	0.508405613321876	134147;1545;1645;27284;2941;2987;6283	1	0.00473292765382015	0.00450549450549451	1.05047906462837	bacterial_higher_site_aware_eligible	CMBL;CYP1B1;AKR1C1;SULT1B1;GSTA4;GUK1;S100A12
GO:0007229	integrin-mediated signaling pathway	1479	9100	41	7	0.508405613321876	3672;3679;3682;3687;3691;8482;998	1	0.00473292765382015	0.00450549450549451	1.05047906462837	bacterial_higher_site_aware_eligible	ITGA1;ITGA7;ITGAE;ITGAX;ITGB4;SEMA7A;CDC42
GO:0005975	carbohydrate metabolic process	1479	9100	60	10	0.519485467804149	217;2524;2821;4121;4166;5236;55915;80896;8372;9245	1	0.00676132521974307	0.00659340659340659	1.0254676583277	bacterial_higher_site_aware_eligible	ALDH2;FUT2;GPI;MAN1A1;CHST6;PGM1;LANCL2;NPL;HYAL3;GCNT3
GO:0007080	mitotic metaphase chromosome alignment	1479	9100	23	4	0.527558560907599	1062;84722;8766;92421	1	0.00270453008789723	0.00252747252747253	1.07005320868977	bacterial_higher_site_aware_eligible	CENPE;PSRC1;RAB11A;CHMP4C
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	1479	9100	23	4	0.527558560907599	10550;22900;2852;51024	1	0.00270453008789723	0.00252747252747253	1.07005320868977	bacterial_higher_site_aware_eligible	ARL6IP5;CARD8;GPER1;FIS1
GO:0045785	positive regulation of cell adhesion	1479	9100	23	4	0.527558560907599	284;3915;5530;8861	1	0.00270453008789723	0.00252747252747253	1.07005320868977	bacterial_higher_site_aware_eligible	ANGPT1;LAMC1;PPP3CA;LDB1
GO:0051216	cartilage development	1479	9100	23	4	0.527558560907599	51738;582;8372;960	1	0.00270453008789723	0.00252747252747253	1.07005320868977	bacterial_higher_site_aware_eligible	GHRL;BBS1;HYAL3;CD44
GO:0071320	cellular response to cAMP	1479	9100	23	4	0.527558560907599	1545;2203;358;5294	1	0.00270453008789723	0.00252747252747253	1.07005320868977	bacterial_higher_site_aware_eligible	CYP1B1;FBP1;AQP1;PIK3CG
GO:0030308	negative regulation of cell growth	1479	9100	42	7	0.535591339620244	1031;2203;400410;51094;604;84722;978	1	0.00473292765382015	0.00461538461538462	1.0254676583277	bacterial_higher_site_aware_eligible	CDKN2C;FBP1;ST20;ADIPOR1;BCL6;PSRC1;CDA
GO:0001654	eye development	1479	9100	17	3	0.538181442385305	22931;285590;340273	1	0.00202839756592292	0.00186813186813187	1.08578928528815	bacterial_higher_site_aware_eligible	RAB18;SH3PXD2B;ABCB5
GO:0006401	RNA catabolic process	1479	9100	17	3	0.538181442385305	22803;54512;8635	1	0.00202839756592292	0.00186813186813187	1.08578928528815	bacterial_higher_site_aware_eligible	XRN2;EXOSC4;RNASET2
GO:0006865	amino acid transport	1479	9100	17	3	0.538181442385305	340024;54716;57709	1	0.00202839756592292	0.00186813186813187	1.08578928528815	bacterial_higher_site_aware_eligible	SLC6A19;SLC6A20;SLC7A14
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	1479	9100	17	3	0.538181442385305	165140;3640;6752	1	0.00202839756592292	0.00186813186813187	1.08578928528815	bacterial_higher_site_aware_eligible	OXER1;INSL3;SSTR2
GO:0034605	cellular response to heat	1479	9100	17	3	0.538181442385305	51501;664618;7531	1	0.00202839756592292	0.00186813186813187	1.08578928528815	bacterial_higher_site_aware_eligible	HIKESHI;HSP90AB4P;YWHAE
GO:0042177	negative regulation of protein catabolic process	1479	9100	17	3	0.538181442385305	11213;116986;9191	1	0.00202839756592292	0.00186813186813187	1.08578928528815	bacterial_higher_site_aware_eligible	IRAK3;AGAP2;DEDD
GO:0051781	positive regulation of cell division	1479	9100	17	3	0.538181442385305	56034;7039;847	1	0.00202839756592292	0.00186813186813187	1.08578928528815	bacterial_higher_site_aware_eligible	PDGFC;TGFA;CAT
GO:0006979	response to oxidative stress	1479	9100	36	6	0.542852105604716	1718;2110;22921;30001;4482;8876	1	0.00405679513184584	0.00395604395604396	1.0254676583277	bacterial_higher_site_aware_eligible	DHCR24;ETFDH;MSRB2;ERO1A;MSRA;VNN1
GO:0036211	protein modification process	1479	9100	36	6	0.542852105604716	23569;25797;2677;30001;4482;7311	1	0.00405679513184584	0.00395604395604396	1.0254676583277	bacterial_higher_site_aware_eligible	PADI4;QPCT;GGCX;ERO1A;MSRA;UBA52
GO:0090630	activation of GTPase activity	1479	9100	36	6	0.542852105604716	116986;125058;23329;51256;5909;83478	1	0.00405679513184584	0.00395604395604396	1.0254676583277	bacterial_higher_site_aware_eligible	AGAP2;TBC1D16;TBC1D30;TBC1D7;RAP1GAP;ARHGAP24
GO:0019221	cytokine-mediated signaling pathway	1479	9100	55	9	0.547795786220601	10148;11213;2322;353514;3566;3718;3953;7850;960	1	0.00608519269776876	0.00604395604395604	1.00682279181265	bacterial_higher_site_aware_eligible	EBI3;IRAK3;FLT3;LILRA5;IL4R;JAK3;LEPR;IL1R2;CD44
GO:0001503	ossification	1479	9100	30	5	0.551751470941128	26578;4057;6272;9260;9770	1	0.00338066260987153	0.0032967032967033	1.0254676583277	bacterial_higher_site_aware_eligible	OSTF1;LTF;SORT1;PDLIM7;RASSF2
GO:0001889	liver development	1479	9100	30	5	0.551751470941128	255738;3082;38;51733;6648	1	0.00338066260987153	0.0032967032967033	1.0254676583277	bacterial_higher_site_aware_eligible	PCSK9;HGF;ACAT1;UPB1;SOD2
